cleaned_text,Vader,RoBERTa
nice see president focussed hard real interest american .. hall marble gilded molding nothing expensive not_most tasteful surroundings fit king not_an emperor course 99.9 american never lay eye personally not_it great know exalted leader live lap luxury oblivious work-a-day hard scrabble reality ordinary american,1,1
thank fox news,1,0
no laura .. trump tacky gone new president move,-1,0
good red_heart trumptruth god bless family room america united_states god bless street god bless building s. god bless business god bless school god bless courthouse god bless counseling system god bless child god bless seat house god bless new speaker house dna bellhop_bell bellhop_bell bellhop_bell alarm_clock men ’ s_room woman ’ s_room baby_symbol index_pointing_at_the_viewer_medium-light_skin_tone id_button wrapped_gift,1,1
cutting anything litter office gold disgraceful,-1,-1
think trump definitely earned bragging right amazing man formidable leader true patriot,1,1
stop bragging `` play fool exalt plan evil clap hand mouth prov 30.32,-1,-1
spit coffee watching picture biden auto pen hahahahahaha love humor,1,1
gorgeous hope first lady melania enjoys first dance gorgeous ballroom,1,1
tone deaf crap seen trump minute like trump hard working family really struggling kind shh rattling madness,-1,-1
look hideous picture outdoors laughing loud,1,-1
room look like saudi badhroom,1,0
part biden obama 's picture cracked face_with_tears_of_joy,0,0
clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone thank president trump uplifting country red_heart,1,1
wait second dint destroyed rose garden put pavement grass .. look better ecologival functional entrance still onlt floor marble much better indeed .. not_sure hall president .. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy one face missing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,1
thank donald trump taking tear eye show improvement since moved great taste grinning_face_with_sweat red_heart red_heart red_heart red_heart,1,1
beautiful improvement he builder passion,1,1
white house tour ’ start december next month sign get see person like plaque idea show great respect honor president ’ biden ’ not_be good though say spent presidency vacation let million criminal country also say feed war money_bag instead trying stop keep short simple thing biden ’ plaque sum presidency perfectly,1,0
get peasant blood,0,-1
folded_hands two_hearts two_hearts united_states,0,0
not_wait new potus replaces trump 's portrait simply say 'epstein 's close friend put country debt president you.s._outlying_islands clown_face,1,-1
beautiful red_heart red_heart red_heart red_heart,1,1
look nice not_important nation,1,1
trump stick remodeling thing good,1,1
already massive loss rose garden foul gold garbage everywhere entire wing historic house made office president united state joke not_to mention bloated ego disgusting,-1,-1
currently people stand mud press conference,0,0
no one asked wanted ballroom no one talking much going cost furnish guesstimate much soiree held big beautiful ballroom going cost taxpayer table chair plate setting glass cutlery linen centerpiece bought outright leased occasion musician bartender waitstaff set crew clean crew catering anyone running number low high figure event no one come,1,0
laura not_only beautiful low key funny af,1,1
ballroom 'only billionaire 's absolutely unbelievable,1,0
luxury hotel palace builder whole life let cook,0,0
not_afford food kid tune fox disgusted .. trump not_made america affordable home renovation,-1,-1
cheap poor taste no artistic value snake oil salesman no empathy never admits fault survive worst president,-1,-1
no wonder liked state visit banquet windsor castle,-1,0
fixed white house good job mr president wished president would build word instead tearing accept others achievement contribution,1,1
count insane grinning_squinting_face grinning_squinting_face grinning_squinting_face,-1,0
evangelical minister racist congressman senator fox staff etc. support grifter go hell wearing gasoline drawer evil individual spending taxpayer ’ money horrible-looking renovation attempting starve american citizen cut much-needed insurance bailing argentina billion dollar,-1,-1
love red_heart red_heart red_heart,1,1
usa not_a democracy institution lot dysfunctional idiot,-1,-1
peace trump peace middle east,1,0
best builder no one build like face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy guy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,1
horrible trump egomaniac strutting hell not_repent,-1,-1
not_give potus decorating white house grocery publix much expensive year ago christmas list kid completely unaffordable housing market florida collapsed lot friend work neighbor employee 's 18yrd son picked ice no one 's heard month way worse parent generation,-1,-1
notice no epstein file promised not_delivered give u epstein file,1,-1
f ck fox news,0,0
trump many great thing going tear eye .. libs dems reeling heel trying keep love,1,0
trash truly evil piece escroment hope laura ingrateham breathed big beautiful asbestos fox farce news plastic faced goon hope sniffed sht,1,-1
god bless america united_states,1,1
men love man fault love donald trump,1,1
beautiful white house god bless mr.president trump,1,1
loved little bit tour absolutely gorgeous,1,1
guy increase video 1080p,1,0
building ball room guy paying tariff tax hike inflation target /year gold hit ounce 38t debt wake america,-1,0
not_understand every american not_grateful improvement thank mr president thumbs_up folded_hands red_heart united_states clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone,1,0
orange buffoon release donny 's school transcript epstein file face_with_tears_of_joy face_with_tears_of_joy face_with_open_mouth face_with_open_mouth,0,0
fabulous amazing white house definitely proud,1,1
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy better brain face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy took obama 's portrait face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy well deserved,1,1
billion spent stupid ballroom spent american need,-1,-1
care ballroom right american literally losing shirt right moron selling access build ballroom,-1,-1
ingraham 's sycophancy excruciating,-1,0
hand carved bronze clearly no idea anything looking beyond thinnest surface level reaction,1,0
president not_look well heck happened past week,1,-1
home depot appreciates free advertising,1,1
gold/brass color stark white marble gaudy tacky garish yuck,0,-1
`` built many ballroom .. many building .. greatest strength '' 2:32,1,1
riporter not_walk shoe,0,0
people support president trump .. best president … never changed,1,1
laura give epic brown nosing,0,0
trump thumbs_up hundred_points flexed_biceps folded_hands maga,0,0
god prepares table trump presence enemy anoints head oil cup overflow '' psalm 23:5 proverb 10:22 '' blessing lord make trump rich god add no sorrow '' amen wavotejenhoover,1,1
think trump talented meet people actually cut fit installed stone brass laughing loud,1,0
loved fascinating love done,1,1
not_the fact costing anyone need ballroom not_the 1800s anymore not_going dancing face_with_tears_of_joy,0,-1
look good .. healthy,1,1
tax payer funded set precedent corporate interest buy highest office country not_saying wrong right interesting,1,0
go show money not_buy taste tack hard look,-1,0
disrespectful president ever,0,-1
show .. wrong president trump fixed mess bad smell obiden people •• old environment bad not_healthy renovation primarily .. suggested 1st day .. good job,-1,-1
everyone cheered jackie kennedy rennovated white house,1,1
`` linoleum used call `` bought type flooring week ago,0,0
studio apartment bathroom floor like one far less costly face_with_rolling_eyes,1,0
republican never wanted ballroom not_his house,0,-1
always ballroom host enough dignitary country make sense,1,0
:36 “ wow ” give break ingram,1,0
trump not_think sleep actually sleep sleep like five hour day get take shower get dressed oval office clock morning ok read newspaper news tear eye people come come morning got list thing would not_believe no one mean nobody work white house understand close year-old man move like keep keep going way like energize buddy not_stop determined make america great could not_get done first term many people working tear eye got people no dissent white house nobody running news snitch anybody not_in white house,1,-1
waited builder trump well done mr president,1,1
pretty marble room,1,1
quote one person last year asked new ballroom,0,0
meanwhile price food rent go tourist avoid country farmer lose chinese business due tariff get deal china essentially move u back month bail argentina billion sell soybean china ukraine war easy end day one go epstein file still unavailable foreign investor losing faith usd private payroll job fall talking marble bathroom arch ballroom republican branch government,-1,-1
trump know exactly amount pettiness squeezing four last year office priceless face_with_tears_of_joy face_with_tears_of_joy,0,0
hey lara not_you fix lipstick get back missed dingle-berries frickin clown_face,-1,-1
epstein portrait would loved see friend one room,1,1
cover stance laura cold protecting dirty pillow,-1,0
clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands folded_hands united_kingdom united_kingdom united_kingdom united_kingdom united_kingdom united_kingdom united_kingdom united_kingdom united_kingdom united_kingdom red_heart,0,0
trump trying restore national pride america jill biden woke fairy prancing around xmas tree making mockery u,1,0
clear no idea not_interested arm crossed defensive body language sour looking face,1,-1
white outhouse face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0,0
notice kept saying no tax payer dollar going towards ballroom not_say funded great hall freshened lincoln bathroom redone even no public go not_be used fixed style make no since spend million dollar restroom not_use public access,-1,-1
great leader king solomon tear eye remember king solomon built temple almighty god got building material,1,1
good job mr president love red_heart red_heart red_heart red_heart red_heart red_heart,1,1
perhaps next president use epstein 's birthday note signed trump portrait presidential galley,0,0
great show u affordable cost living,1,1
awesome president red_heart,1,1
despite hollyweird level hair make think look great laugh top-right hair canopy leading edge hair sharp hairspray weapon,1,1
angry_face_with_horns trump knew smiling_face_with_horns,0,0
well considering neither trump nor laura taste maybe trump little secret room taste probably end throwing not_his type like girl possibly low year old look like maybe,1,-1
one ugly ..,-1,-1
trump not_know difference brass bronze moron,-1,-1
looking lot leaner,0,1
keep makeup artist,0,0
none trump spawn american president not_answer maga woman,0,-1
democrat becomes president trump 's portrait removed one bathroom maybe big beautiful lincoln bathroom right crapper,1,0
notice get dig jackie kennedy…and palm court zero palm anything living information walking marble slippery,0,0
came laugh auto-pen face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,0
look fabulous smiling_face_with_heart-eyes,1,1
love trump maga anyone .. right not_the greatest tear eye boast white house renovation american concerned many thing let u stay focused sure win retain control midterm election,1,0
always cost american people pay government contract perk donor receive nice would ask real question would worry american people less jackie ’ room,-1,0
goodness simps comment,1,0
love president belief american excellence,1,1
gross guy turning year old building one gaudy high rise .. need gold donald,-1,0
hate trump want entertaining hear geek construction,-1,-1
trump look great much weight lost maha,1,1
disgrace love gold hopefully gavin brings back rose garden,1,0
dems upset not_walk chew gum tear eye,-1,-1
biden obama good worst trump oh enough trump white house truump lie,-1,-1
biden would crucifying hypocrisy narcissism astounding,1,-1
"wow trump look frail old shook ramses great looked healthier saw display cairo dead 3,200 year",1,0
like vega casino,1,0
laughing loud assuming condesending message praising president great health no one sick family congrats party_popper good luck need,1,1
history repeat personally believe president strip congress power decide know best america,1,0
thing thing need updated repaired ok say talk people straight bully mental problem really point,-1,-1
not_anyone norice trump obviously taking ozempic,0,-1
look like he losing weight,0,0
made wh look like new orleans whorehouse apologize new orleans whorehouse,-1,-1
old room available nancy pelosi 's retirement party maybe upchuck 's party,1,0
tf gone say waiting 4. oh talk mf dead nah,-1,-1
remove president biden 's photo tacco still bitter pres bidedn beat election,-1,0
toda esa locura para hacer ese cuartico xd,1,0
“ ” reporter laughing a**,1,-1
build better anybody else nobody build like,1,0
beautiful spectacular trump done amazing job designing thing,1,1
shocking contrast leftist lib medium portrays president trump inhumane monster man job best america people,1,-1
care young girl golden wall,1,0
"paid government food stamp 3,00,00. mil",0,0
restore natural stone marble granite people no clue detail djt speaks installation people feel everything good,1,0
corrupt american president history,0,-1
amazing someone build much without using little hand laughing loud,1,1
think biden could,0,0
obama personally greeting veteran washington trump episode crib lmfao worst president tear eye,1,-1
one care tacky awful ballroom trump merry band sycophant regular people would prefer money spend country infrastructure health care happens president selfish narcissist pretend care america expect comment deleted magas not_handle truth goodbye,1,-1
trump say bust carved man built mount rushmore lie man died,-1,-1
way funny great walk face_with_tears_of_joy,1,1
guy full narcissist,0,-1
book matched marble floor nobody know people face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy aunt successful life floor house book matched marble must know people,1,0
maga support child rapist,-1,-1
red_heart trump red_heart red_heart,0,0
fun fact canuck aided brit burned sucker guessing fafo north border,0,0
president trump german blood german great builder engineer excellent,1,1
trump not_build destroys,-1,-1
president donald trump red_heart red_heart red_heart,0,0
hilarious autopen photo,1,0
trump used tax paper money renovation america starving,-1,-1
photo outside disrespectful destroyed weather trump really enjoys destroying thing including people life,-1,-1
meanwhile people starve homeless .. disgusting,-1,-1
day gone people lke d.thrump .. know worst president you.s history,-1,-1
oooh ballroom .. `` beauriful ballroom '' party_popper party_popper party_popper finally .. man keep word red_heart red_heart red_heart,0,1
president trump visionary big picture smallest detail see ballroom conception completion,1,0
`` mine '',0,0
thank mr trump best president usa,1,1
sound like click clack horse walking cobblestone face_with_tears_of_joy face_with_tears_of_joy,1,0
maga make argentina great maga make asia great inbreds cheer,1,1
impressive fire astonished_face,1,1
go trillion dollar tariff snap tax face_with_tears_of_joy,0,0
average american go hungry without medical care messed ununited racist state amerikka,-1,-1
treating like mar logo,1,0
"fukkin care stupid ballroom walking around worst president history ,lara start interviewing prisoner practice not_that far away",-1,-1
realize leaf coming,0,0
hear one book found called dusk codex feel leaked like not_meant mass access page read like confession feel like warning talk depth thing talked today everyone informed,1,0
hear one book found called dusk codex feel leaked like not_meant mass access page read like confession feel like warning talk depth thing talked today everyone informed,1,0
epstein file laughing loud oh want new roof help,1,0
hear one book found called dusk codex feel leaked like not_meant mass access page read like confession feel like warning talk depth thing talked today everyone informed,1,0
hear one book found called dusk codex daniel cyler not_feel published feel leaked like not_meant mass access page read like confession feel like warning must read going,1,-1
indeed real real estate guy president,0,0
yo everyone thought book dusk codex daniel cyler found amazon another esoteric book nah one ’ different feel like something not_supposed find connects dot no one talk hidden history veiled force kind stuff get buried fast,1,-1
hear one book found called dusk codex feel leaked like not_meant mass access page read like confession feel like warning talk depth thing talked today everyone informed,1,0
pres trump good job good taste,1,1
trump plan live permanently seems,0,0
look clinically stark devoid personality warmth tacky orange christmas tree,1,0
hear one book found called dusk codex feel leaked like not_meant mass access page read like confession feel like warning talk depth thing talked today everyone informed,1,0
hear one book found called dusk codex feel leaked like not_meant mass access page read like confession feel like warning talk depth thing talked today everyone informed,1,0
hear one book found called dusk codex feel leaked like not_meant mass access page read like confession feel like warning talk depth thing talked today everyone informed,1,0
nobody ever requested ballroom 99.99 american ever set foot even want waited year ballroom please show list people long dead living head,-1,-1
clearly see not_impressed play along,1,-1
blackmail big tech he ballroom grinning_face_with_sweat grinning_face_with_sweat,0,0
hear one book found called dusk codex daniel cyler not_feel published feel leaked like not_meant mass access page read like confession feel like warning must read going,1,-1
yo everyone thought book dusk codex daniel cyler found amazon another esoteric book nah one ’ different feel like something not_supposed find connects dot no one talk hidden history veiled force kind stuff get buried fast,1,-1
please explain different north korean medium glaze supreme leader “ tell developed attention detail ” unemployment record high happened less government control,1,0
“ get stone ” lot place face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0,0
trump petty little man,-1,-1
1:25 got picture auto-pen biden 's signature instead biden absolutely deceased rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,0,-1
remember first lady one concern decorating president united state busy governing guy not_jet setting around world collecting elaborate gift jetting florida throw party scantily clad dancer synchronized swimmer man ever think maybe governing anything american people ask change subject not_get election year ago lie state country brag u city want invade,1,0
come loved one remember say supported right gone way labor camp remember say supported kid starve king eats steak golden palace remember say supported wished cruelty someone else hit everyone not_a billionaire good luck,1,0
autopen .. rolling_on_the_floor_laughing face_with_tears_of_joy,0,1
pure brass face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy brass alloy copper zinc nothing called pure brass no one seems pick crying_face,-1,0
fantastic love auto pen detail jackie kennedy room awesome piece interesting,1,1
wonder steve nitwhitkoff knew back 's rich builder would qualify negotiate world brutal dictator,-1,-1
someday democratic president use new ball room,0,0
know father stepping stone greatness dad started low medium income housing exceptional job founding company made sure advance movement luxury always uplift father love think funny call best hahah dude hilarious,1,1
renovation party lot extravagance lot food without regard hungry poor usa excuse vomit,1,-1
trump better taste jackie kennedy,1,0
petty man danger u petty fake set nuclear attack,-1,-1
president absolutely love white house ground history could not_get better caretaker put job requisition started interviewing people,1,1
trump remember proverb eye eye next american president next two year democratic party definitely overturn iam seeing video via executive order new president definitely order demolition new ballroom reconstruction back old designed ballroom therefore politics '' '' vicious cycle '' '' continue american politics,1,0
trump ‘ white supremists agenda evident alive well white house clearly racism barack obama ’ presidential image not_on show yet every white face no matter bad president,1,-1
builder contract increased,1,0
would expect trump fanatic like laura ingram excited surprisingly reserved natural uninterested character,1,0
american mr. hate anything non american designed russian/ middle east grand palace,-1,-1
next president replay trump 's face epstein file face_with_tears_of_joy face_with_tears_of_joy,0,0
yep well played little game american people well israeli master deal this… not_go work not_work aircraft not_fix car not_do plumbing stay home oh go fight china russia adversary take suit put work clothes uniform lot work none,1,-1
excited new ballroom long overdue thank mr president trump party_popper red_heart important matter 200.00 tariff relief check u citizen eligible u citizen disabled u citizen limited income not_eligible snap ebt food stuggled biden crap era still negative money wise thanks previous administration please help mr president trump folded_hands red_heart flexed_biceps united_states flexed_biceps red_heart folded_hands,1,1
next president replace trump 's photo orange orangutan funny,1,0
gave twelve year old boy thousand dollar 's said make white house look `` fancy '' would describe trump 's decorating `` taste '',0,0
find gold medallion tacky,0,0
letter pure brass brass made alloy copper zinc not_be pure orange narcistic dictator clown trumpy mor guy stupid find,-1,-1
trump 's lie scandal depravity criminal activity ignorance fascism hatred disregard towards everyone including fox appaling embarrassing illegal guy worst thing ever happened presidency yet fox still lie make excuse deflects blame others hide fact think fox `` not_'' news viewer finally enough fox 's b.s well trump 's shall see,-1,-1
trump ball room,0,0
trump look like lost weight,1,0
paid taxpayer .. american hold breath get 2k check check .. irs wiill get hard earned money even know though welcome american dream folk smh,1,0
chance see ballroom,1,0
man 's work ethic .. make tear eye worry fixing joint running america face_with_open_mouth,-1,0
working taking glory not_the problem long work done good long live donald trump,1,1
good lord biden worst obama top face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,-1,0
still no ballroom year face_with_tears_of_joy face_with_tears_of_joy,-1,0
best u president generation,1,0
not_you release epstein 's file,0,0
want watch trump hand sign million check without auto pen,1,0
room not_an embarrassment room part history erased history enraged_face enraged_face enraged_face,-1,-1
picture outside last long trump spending million redoing inside white house people vet need help two year,1,0
not_want epstien ballroom,0,-1
going happen spent country 's money,0,0
fantastic historic president great grandchild talking great president donald j trump clapping_hands united_states united_states united_states,1,1
make sick much money spent white house soo many homeless hungry people u sad,-1,-1
h1b not_maga turncoat,0,0
got ides saudi arabia,0,0
`` enormous talent '' yes let u get back real estate gig please,1,1
well least know not_texting,1,0
nice bit worried president tear eye real estate improvement detail thought president important thing focus,1,0
biden auto pen scene make video wayy better hahaha,1,1
unnecessary money_bag spending floor wall could fed many child aka protecting future folded_hands folded_hands folded_hands folded_hands,0,0
tacky get look like poor excuse midwest golf club,-1,-1
work live usa red_heart red_heart red_heart united_states united_states united_states heart_hands heart_hands heart_hands,0,0
always wanted ballroom even though age never danced two left foot foot people great nation deserve two_hearts dove united_states two_hearts folded_hands_medium-light_skin_tone president trump,1,1
donald trump always claim public not_paying — taxpayer not_footing bill thing month ago trump pushed major piece legislation ever managed get congress basically gave power included massive cut social program ordinary american rolled back regulation reduced funding green technology — importantly gave huge tax break ultra-rich raising tax middle class poor tax cut paying personally giving away public money money funneled back project private donor — example white house renovation end taxpayer paying — indirectly course not_tell people well need brain cell connect dot comment probably get deleted maybe make least person question tell lie,1,0
lady riding hard always,-1,0
meant say russia,0,0
look rushing going blow f head,0,-1
golden dome need defense system,1,0
not_positive maybe going casually strolling frontal labomomy ..,1,0
donald trump around find,0,0
one world describes blot white house tasteless,0,-1
golden dome shoot everybody map,-1,0
golden dome defense system predator like china russia,1,-1
not_be bland man,0,0
no offense make blink unpredictable,1,0
think blank could blank would look like blank beautiful blank,1,1
kind look like hospital,1,0
better idea best idea,1,1
might think look cute butt,1,1
“ …and glory mine… ” satan say era u live month month…,1,0
like la chingada,1,0
benchmarking no one country world dedicated ballroom building house representative no one indeed not_represent state power caprice made u people loose half billion building week harm worker,-1,-1
gold wall decoration over-the-top point ugly,-1,-1
not_the man stop bragging built never built anything let builder built pay witht dollar,-1,-1
impressive ballroom pres trump good thing nicely.k 's mother,1,1
absolutely no one wanted ballroom last year mo one lil diktater,-1,-1
free johnny somali bong bong love b.b.c free johnny somali bong bong love b.b.c free johnny somali bong bong love b.b.c free johnny somali bong bong love b.b.c free johnny somali bong bong love b.b.c free johnny somali bong bong love b.b.c free johnny somali bong bong love b.b.c,1,1
"want know 2,00 president trump usa united_states usa united_states usa",1,0
:20 joe biden= auto pen laughing loud,1,0
use tax money important thing,1,0
frank loyd wright best builder not_trump,1,0
keep interrupting brag- nobody integrity intelligence,1,-1
taken character never change,0,0
dumbest fan base earth,-1,-1
release epstein file,0,0
think one best asset accessible would compare bob hawke australian prime minister served year,1,0
could not_we waiting not_in debt donor could given money needy individual person change historical monument not_work way,-1,-1
great president trump making improvement white house detail oriented creative thanks president trump caring people ’ house red_heart,1,1
soo million view 6k comment believe somebody censuring people youtube channel laughing loud,1,-1
quite sure american people pay horrible ballroom no one want mexico not_pay wall,-1,-1
not_your house not_ask ballroom no right desperate people 's house .. offensive price outrageous,-1,-1
look like room jeffrey epstein would,1,0
trump look amazing look like lost lot weight,1,1
president hero party_popper no looter,1,0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy clown .. good luck america,1,1
president scammy contractor,0,-1
level simping serf truly sad,-1,-1
worship creator not_his creation warning say creator one self-sufficient begot not_nor begotten nothing like quran c.112 red_heart,-1,0
instead traveling rome go dc enjoy tax money done beautiful country want arch next,1,1
`` sadly idea '',-1,0
auto pen face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy trump meme bro,0,0
white like hospital,1,0
cut blunder okay madesureto keep political attack remember support,-1,0
release epstein file,0,0
democrat going apoplectic go pres trump go maga,0,-1
look like man,1,0
laughing loud look like cheap dumb home depot crap,-1,-1
want hood house not_care .. vindictive daddy giving dude hug serious issue grinning_face_with_sweat grinning_face_with_sweat,1,-1
not_care white people problem washington dc never thought going white house .. trump hood house grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat whatever want hood house unhappy jealous old man .. eats sleep dream obama not_stand fact obama intelligent respected man .. trump uneducated bumb,0,-1
grandpa need go back memory care sundowner kick,1,0
`` donor '' sure rich individual paying keep name epstein list,1,0
gold leaf look tacky .. could done better job,1,-1
love appreciation good craftsmanship pride,1,1
look like whorehouse texas,1,-1
love trump not_stand tacky gold filigree `` wall fame '' call history president,1,0
good job mr trump clapping_hands clapping_hands clapping_hands,1,1
man soo silly `` live laugh love '' tchotchke .. smh,1,-1
think interior designer,0,0
look elegant smiling_face_with_hearts,1,1
part keep pretending not_a ped0,1,-1
trump top biden derangement syndrome,1,-1
trump `` carver carved .. '' bwaahaa like 10th grader not_even know sculptor,1,-1
trump classing white house,0,0
bronze brass donnie amazing builder no one know building like donnie rolling_on_the_floor_laughing face_with_tears_of_joy grinning_squinting_face,1,1
get way much botox upper lip,0,0
good job .. president donald trump red_heart .. god bless president donald trump,1,1
trump made white house beautiful,1,1
new white house look like covered fake gold,-1,-1
love way took conversation away kid would political successor .. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,0
`` built many ballroom many building greatest strength actually '' pretty much sum great ballroom not_so great public policy,1,1
amazing renovation white house trump primer builder knew best architect designer builder love gold marble absolute rich man good exquisite taste congrats pres trump upgrade absolutely beautiful renovation,1,1
without obama biden presidential walk fame not_presidents pure traitor,1,-1
love wall end fkn narcissist nobody better come thing dy,1,-1
ballroom always wanted no not_or would already built long ago built many ballroom bet no one care ballroom looking forward end,-1,0
not_there ballroom yet going beautiful,1,1
child going hungry family suffering nothing democrat ridiculous crap stupid,-1,-1
face_with_tears_of_joy no way .. biden 's portrait auto pen presidential walk shame face_with_tears_of_joy,-1,0
trump greatest time,1,1
message `` biden traitor '' not_say loud said not_putting obama 's face wall illegitimate president never qualified proven,0,-1
donald trump never built single thing entire life paid well actually not_very good paying people either never got hand dirty,1,-1
care competence not_interpret lavish nowhere near extravagance many presidential palace world fact even current level american version legacy many place originally europe asia particular try mimic,1,0
since trump try humiliate biden auto pen picture hall president next democrat president change trump picture mug shot tear apart j. kennedy room rose garden lincoln bathroom filling oval office gaudy gold everywhere destroying history please get rid change,-1,-1
orange god king not_know difference restoration complete absolute makeover,1,0
not_you film daylight,0,0
awesome president ever,1,1
trump lost wight,-1,-1
release epstein file,0,0
thank tour laura job interesting not_wait see ballroom dressed elegantly jesus love mimi red_heart,1,1
interior designer dealing high end client beverly hill ca book matching given expensive done tear eye not_impressed common people would suppose,0,0
love trump decoration skill suck look like mafia bos ’ house,1,-1
anyone ever witnessed anything bizarre exploding_head talk embarrassment carry brass populace nation crying_face,-1,-1
red_heart great man one greatest président united_states donald trump,1,1
not_be real lmaoo skit right,0,0
face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting,0,0
kidding completely tasteless gaudy understand ballroom paid private bribe rest,-1,-1
obama done ballroom foxnews would lambasting daily misplaced priority face_with_rolling_eyes,0,0
best president life tear eye year age,1,1
hope santa give president trump set block lincoln log christmas,0,0
bigly butaful .. clown_face,0,-1
whole interview look take look look look face_with_tears_of_joy,0,0
crowd praising desperately needed renovation going head next interview hear say no talent,-1,-1
bigly butaful ..,0,-1
like every president featured except biden least not_a mounted deer head antler spot laughing loud,1,0
laura change blazer middle interview blue white black trim back blue,0,0
thank president trump going look beautiful red_heart red_heart red_heart,1,1
bet president donald trump would like minecraft,1,0
thank laura taking u exclusive walk president you.s._outlying_islands statue_of_liberty behind scene walk fame president gallery smiling_face_with_heart-eyes thumbs_up biden autopen face_with_tears_of_joy see-no-evil_monkey thumbs_up love see look like white marble look beautiful room white house classy president trump you.s._outlying_islands great job select smiling_face_with_heart-eyes red_heart thumbs_up,1,1
absolutely loved love president trump red_heart smiling_face_with_hearts seeing make happy look healthy make happy karoline leavitt secret service fbi u intelligentia please take great care president trump u precious red_heart smiling_face_with_hearts you.s._outlying_islands,1,1
spend patriot voted geez,0,-1
prime trump element guy,0,0
president pdf file trumpstein,0,0
let u say `` people '' not_footing bill donor corruption full blazent display rich goon not_going give build ballroom without anything return pay tax not_we get affordability trump part swamp he showing punk 'd voter bought yes voter got punk 'd gameshow host,1,-1
news took google seen news took google,0,0
die nobody want ballroom going haunt go poltergeist torn no not_a democrat twat,-1,-1
0:37 one weakest wow ’ ever heard pathetic democratic life face_with_tears_of_joy,-1,-1
not_wait read biden ’ bronze plaque picture face_with_tears_of_joy,0,0
maga die hell,-1,-1
laura disgusting soulless bootlicker,-1,-1
hey despicable maga vermin donny frantically trying convince republican not_support releasing epstein file not_working healthcare plan helping ukraine signing refund check never see .. instead president-ing desperately trying protect and/or people directly involved abuse behavior rancid cult vermin excusing cult hold shattered psyche really strong,-1,-1
epstein ballroom ballet_shoes,0,0
democrat built something,0,0
liar liar liar liar face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting,-1,-1
contractor build anything right budget glad someone not_put price quality although must say last tear eye put pen paper building not_call builder not_do work swing hammer he glorified developer said proud american ..,1,0
red_heart guess tear eye work completed president trump great dancer new move grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes red_heart,1,1
yes president trump clapping_hands red_heart raising_hands amazing party_popper,1,1
no donny no one wanted ballroom except raise tax tariff american not_afford family donny happened make america great not_make argentina great china great qatar great egypt great russia great donny came white house millionaire debt within month become billionaire .. crook magnitude,1,-1
people comment section filled idiot,-1,-1
“ everything ’ idea ” pshh fker ’ never used tool entire life tool,0,-1
oh pen funny,1,0
laura sweet pea,1,0
trump joke… nobody made america look bad jackass,-1,-1
let eat cake crying_face,0,0
red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart united_states red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,0,0
not_have pic president obama,0,0
build ballroom president trump trained seasoned eye interior decoration aesthetically pleasing architecture many year executive work private sector american people present future consider lucky sharp mind renovation living white house,1,0
president trump got one funniest coolest smartest president ever great country,1,1
original content east wing,1,0
next democratic president get elected going undo everything trump,0,0
new stone added doria limestone imported genoa italy sourced best best quality beautiful material earth,1,1
